Channel:,Lum, Red, Green, Blue
Means:,600,5776, 760,5595, 697,8486, 343,5733
Note: Peaks measured from 20% upward
3638, 96, 1, 13, 125
3639, 88, 0, 17, 100
3640, 89, 5, 10, 137
3641, 84, 2, 11, 123
3642, 77, 2, 15, 128
3643, 65, 7, 14, 139
3644, 73, 1, 18, 124
3645, 90, 3, 14, 99
3646, 87, 1, 24, 122
3647, 82, 2, 16, 110
3648, 66, 2, 12, 115
3649, 75, 0, 20, 112
3650, 87, 4, 14, 116
3651, 70, 4, 20, 116
3652, 97, 3, 16, 109
3653, 82, 3, 19, 116
3654, 83, 2, 16, 107
3655, 86, 4, 18, 110
3656, 83, 2, 10, 106
3657, 83, 1, 17, 99
3658, 89, 2, 19, 126
3659, 83, 1, 17, 114
3660, 82, 1, 28, 119
3661, 88, 2, 17, 113
3662, 69, 4, 13, 140
3663, 90, 1, 16, 110
3664, 64, 2, 21, 126
3665, 80, 2, 21, 110
3666, 67, 2, 24, 126
3667, 64, 1, 16, 131
3668, 84, 4, 21, 128
3669, 78, 3, 20, 117
3670, 98, 4, 16, 130
3671, 77, 0, 23, 117
3672, 92, 0, 20, 113
3673, 94, 2, 20, 122
3674, 73, 3, 21, 123
3675, 82, 2, 19, 115
3676, 88, 2, 25, 127
3677, 88, 4, 25, 118
3678, 92, 0, 22, 98
3679, 96, 3, 21, 101
3680, 98, 3, 13, 95
3681, 87, 4, 25, 126
3682, 95, 1, 19, 123
3683, 105, 3, 21, 130
3684, 81, 1, 16, 123
3685, 94, 2, 13, 109
3686, 94, 4, 16, 120
3687, 72, 2, 25, 128
3688, 78, 3, 15, 128
3689, 77, 3, 14, 122
3690, 73, 0, 24, 101
3691, 89, 1, 17, 116
3692, 99, 2, 31, 121
3693, 86, 0, 21, 123
3694, 85, 0, 25, 101
3695, 81, 2, 16, 126
3696, 81, 1, 23, 105
3697, 93, 2, 22, 114
3698, 79, 5, 25, 108
3699, 90, 1, 21, 127
3700, 77, 3, 27, 106
3701, 70, 2, 31, 129
3702, 88, 6, 22, 103
3703, 95, 2, 16, 138
3704, 85, 1, 23, 117
3705, 84, 1, 32, 118
3706, 83, 3, 36, 111
3707, 106, 2, 32, 117
3708, 84, 2, 22, 112
3709, 77, 4, 33, 116
3710, 92, 1, 26, 102
3711, 74, 1, 29, 107
3712, 98, 3, 25, 129
3713, 84, 3, 28, 110
3714, 100, 3, 20, 117
3715, 101, 0, 26, 141
3716, 104, 0, 34, 126
3717, 93, 2, 29, 119
3718, 86, 3, 24, 125
3719, 71, 0, 27, 109
3720, 95, 2, 30, 116
3721, 91, 4, 19, 121
3722, 100, 4, 30, 139
3723, 94, 1, 23, 136
3724, 94, 2, 25, 114
3725, 101, 2, 32, 135
3726, 81, 3, 30, 123
3727, 90, 3, 21, 101
3728, 94, 0, 27, 128
3729, 85, 1, 29, 113
3730, 96, 2, 35, 107
3731, 88, 5, 30, 120
3732, 81, 1, 26, 98
3733, 83, 3, 25, 114
3734, 87, 4, 28, 125
3735, 93, 5, 28, 127
3736, 84, 4, 31, 131
3737, 110, 5, 26, 133
3738, 99, 4, 23, 125
3739, 96, 4, 24, 123
3740, 101, 1, 35, 126
3741, 93, 2, 33, 115
3742, 94, 3, 29, 140
3743, 99, 6, 33, 118
3744, 103, 2, 33, 93
3745, 98, 2, 29, 140
3746, 96, 2, 26, 130
3747, 107, 3, 34, 123
3748, 93, 4, 25, 136
3749, 102, 0, 27, 129
3750, 99, 1, 47, 129
3751, 96, 4, 27, 120
3752, 80, 4, 34, 104
3753, 86, 2, 30, 136
3754, 87, 4, 21, 125
3755, 84, 10, 39, 148
3756, 116, 0, 30, 126
3757, 93, 3, 31, 127
3758, 95, 10, 26, 121
3759, 106, 2, 35, 132
3760, 105, 8, 24, 133
3761, 92, 1, 24, 117
3762, 88, 2, 33, 111
3763, 109, 3, 25, 137
3764, 99, 5, 33, 140
3765, 114, 3, 28, 117
3766, 105, 5, 41, 106
3767, 118, 5, 42, 135
3768, 106, 0, 22, 102
3769, 106, 2, 36, 135
3770, 96, 3, 31, 110
3771, 103, 4, 33, 143
3772, 99, 2, 33, 116
3773, 97, 5, 30, 126
3774, 96, 3, 39, 129
3775, 115, 4, 28, 131
3776, 102, 3, 31, 131
3777, 109, 1, 27, 139
3778, 105, 1, 48, 110
3779, 110, 6, 45, 111
3780, 92, 3, 31, 127
3781, 108, 8, 28, 124
3782, 101, 5, 42, 114
3783, 102, 3, 35, 113
3784, 108, 3, 44, 139
3785, 105, 1, 34, 132
3786, 94, 3, 35, 139
3787, 109, 5, 30, 113
3788, 88, 3, 39, 101
3789, 82, 5, 51, 109
3790, 100, 5, 42, 127
3791, 99, 5, 38, 125
3792, 100, 2, 34, 117
3793, 110, 3, 35, 128
3794, 94, 9, 42, 129
3795, 98, 10, 28, 128
3796, 101, 5, 39, 133
3797, 94, 1, 38, 141
3798, 98, 3, 40, 119
3799, 100, 4, 53, 114
3800, 101, 4, 41, 145
3801, 111, 3, 45, 122
3802, 102, 3, 29, 124
3803, 90, 6, 41, 120
3804, 112, 6, 43, 133
3805, 107, 8, 42, 110
3806, 98, 4, 37, 120
3807, 103, 4, 39, 120
3808, 112, 11, 37, 130
3809, 108, 5, 41, 106
3810, 96, 9, 32, 118
3811, 80, 2, 30, 121
3812, 96, 5, 38, 144
3813, 99, 3, 36, 121
3814, 102, 1, 35, 96
3815, 102, 6, 25, 100
3816, 119, 9, 41, 117
3817, 121, 5, 26, 120
3818, 110, 7, 37, 123
3819, 88, 4, 45, 112
3820, 112, 11, 29, 121
3821, 102, 8, 49, 97
3822, 107, 4, 33, 122
3823, 114, 5, 39, 110
3824, 93, 5, 36, 137
3825, 102, 10, 50, 121
3826, 113, 3, 48, 126
3827, 113, 5, 43, 108
3828, 128, 3, 47, 114
3829, 102, 6, 46, 114
3830, 122, 7, 34, 105
3831, 124, 12, 41, 116
3832, 127, 6, 35, 103
3833, 95, 8, 39, 122
3834, 130, 11, 29, 124
3835, 108, 3, 43, 121
3836, 104, 8, 31, 139
3837, 116, 8, 42, 131
3838, 112, 2, 30, 129
3839, 119, 4, 51, 140
3840, 111, 3, 40, 103
3841, 97, 10, 34, 153
3842, 110, 10, 48, 137
3843, 108, 8, 35, 114
3844, 109, 5, 33, 127
3845, 121, 9, 48, 130
3846, 130, 6, 37, 119
3847, 101, 4, 46, 129
3848, 128, 8, 37, 122
3849, 114, 4, 50, 128
3850, 115, 9, 36, 138
3851, 122, 8, 44, 110
3852, 122, 6, 37, 106
3853, 115, 12, 30, 106
3854, 98, 4, 36, 130
3855, 104, 6, 49, 118
3856, 110, 8, 43, 131
3857, 85, 7, 45, 131
3858, 106, 5, 39, 138
3859, 111, 4, 42, 123
3860, 96, 11, 46, 129
3861, 115, 6, 43, 116
3862, 108, 8, 37, 125
3863, 125, 9, 46, 131
3864, 117, 5, 47, 140
3865, 117, 6, 50, 107
3866, 98, 5, 39, 112
3867, 104, 5, 48, 117
3868, 108, 4, 44, 115
3869, 100, 10, 38, 144
3870, 111, 6, 54, 110
3871, 95, 6, 33, 130
3872, 105, 6, 33, 122
3873, 98, 5, 44, 115
3874, 121, 8, 46, 110
3875, 120, 3, 42, 120
3876, 102, 4, 54, 110
3877, 99, 5, 40, 125
3878, 114, 7, 40, 126
3879, 110, 8, 48, 121
3880, 104, 8, 57, 145
3881, 99, 4, 47, 133
3882, 96, 5, 34, 122
3883, 108, 6, 39, 115
3884, 84, 7, 45, 135
3885, 115, 2, 48, 101
3886, 107, 6, 60, 99
3887, 114, 6, 47, 116
3888, 94, 7, 40, 127
3889, 121, 7, 51, 108
3890, 105, 7, 47, 102
3891, 108, 5, 49, 130
3892, 102, 12, 57, 127
3893, 98, 5, 55, 106
3894, 105, 6, 51, 117
3895, 100, 6, 51, 123
3896, 98, 10, 43, 106
3897, 102, 10, 60, 120
3898, 103, 5, 34, 126
3899, 112, 4, 43, 118
3900, 110, 10, 39, 135
3901, 106, 5, 53, 123
3902, 102, 9, 36, 104
3903, 101, 6, 45, 105
3904, 106, 7, 51, 127
3905, 103, 10, 51, 104
3906, 111, 16, 44, 126
3907, 105, 2, 46, 117
3908, 105, 16, 49, 114
3909, 94, 10, 46, 93
3910, 98, 6, 49, 112
3911, 101, 11, 51, 110
3912, 112, 4, 54, 137
3913, 115, 5, 49, 97
3914, 106, 2, 51, 111
3915, 84, 6, 42, 122
3916, 117, 8, 50, 118
3917, 125, 4, 41, 123
3918, 113, 12, 33, 115
3919, 106, 10, 52, 103
3920, 120, 8, 51, 125
3921, 103, 5, 38, 113
3922, 92, 11, 44, 111
3923, 94, 6, 50, 123
3924, 111, 15, 41, 104
3925, 89, 9, 42, 115
3926, 113, 10, 57, 90
3927, 118, 6, 45, 117
3928, 107, 8, 55, 113
3929, 131, 11, 52, 117
3930, 100, 7, 43, 123
3931, 99, 11, 53, 120
3932, 109, 12, 40, 116
3933, 117, 12, 57, 147
3934, 106, 12, 61, 105
3935, 127, 7, 66, 98
3936, 92, 7, 56, 121
3937, 111, 12, 65, 119
3938, 108, 7, 52, 122
3939, 85, 8, 55, 112
3940, 118, 8, 54, 122
3941, 108, 12, 54, 103
3942, 91, 9, 47, 119
3943, 108, 13, 51, 112
3944, 105, 11, 49, 125
3945, 106, 7, 56, 96
3946, 96, 6, 53, 109
3947, 109, 9, 46, 106
3948, 111, 8, 63, 105
3949, 117, 9, 53, 120
3950, 90, 12, 64, 109
3951, 102, 17, 58, 89
3952, 98, 11, 57, 82
3953, 113, 14, 65, 105
3954, 110, 8, 48, 125
3955, 104, 15, 59, 119
3956, 121, 13, 49, 107
3957, 120, 9, 42, 113
3958, 95, 13, 55, 98
3959, 100, 17, 61, 117
3960, 106, 12, 55, 96
3961, 101, 14, 64, 129
3962, 101, 17, 59, 112
3963, 109, 9, 57, 107
3964, 103, 9, 65, 98
3965, 96, 7, 62, 105
3966, 109, 8, 50, 122
3967, 117, 14, 48, 109
3968, 101, 16, 55, 118
3969, 99, 13, 49, 98
3970, 92, 11, 77, 91
3971, 89, 12, 60, 115
3972, 112, 16, 70, 92
3973, 109, 11, 65, 88
3974, 96, 19, 51, 104
3975, 105, 10, 49, 106
3976, 115, 20, 65, 91
3977, 100, 14, 51, 111
3978, 108, 12, 56, 86
3979, 103, 12, 59, 121
3980, 108, 14, 54, 100
3981, 98, 11, 74, 97
3982, 103, 14, 63, 96
3983, 105, 17, 58, 101
3984, 95, 16, 64, 100
3985, 97, 13, 59, 102
3986, 98, 15, 51, 87
3987, 98, 15, 58, 94
3988, 113, 9, 48, 99
3989, 103, 11, 65, 119
3990, 107, 13, 51, 116
3991, 110, 15, 61, 90
3992, 114, 14, 72, 104
3993, 121, 17, 44, 98
3994, 106, 21, 64, 89
3995, 99, 15, 70, 104
3996, 115, 15, 59, 107
3997, 106, 17, 69, 96
3998, 109, 15, 61, 97
3999, 118, 24, 75, 123
4000, 109, 13, 73, 122
4001, 113, 14, 72, 76
4002, 128, 19, 68, 87
4003, 106, 18, 72, 111
4004, 108, 17, 68, 92
4005, 96, 22, 63, 96
4006, 95, 12, 65, 101
4007, 96, 11, 61, 131
4008, 98, 16, 60, 90
4009, 106, 20, 36, 85
4010, 104, 14, 53, 88
4011, 91, 17, 54, 83
4012, 103, 28, 57, 106
4013, 111, 18, 47, 91
4014, 115, 17, 56, 100
4015, 94, 21, 67, 94
4016, 92, 17, 58, 100
4017, 101, 27, 70, 102
4018, 105, 18, 65, 114
4019, 114, 17, 51, 108
4020, 116, 17, 69, 109
4021, 73, 14, 47, 99
4022, 101, 19, 57, 110
4023, 108, 16, 55, 90
4024, 105, 15, 49, 120
4025, 92, 12, 65, 84
4026, 91, 26, 56, 93
4027, 92, 23, 70, 93
4028, 79, 16, 56, 77
4029, 90, 15, 53, 92
4030, 92, 12, 72, 109
4031, 110, 16, 73, 110
4032, 105, 18, 70, 78
4033, 111, 24, 60, 100
4034, 114, 11, 53, 79
4035, 98, 19, 58, 83
4036, 89, 19, 68, 88
4037, 106, 24, 59, 109
4038, 94, 23, 52, 84
4039, 97, 25, 64, 96
4040, 107, 17, 62, 103
4041, 82, 19, 54, 83
4042, 85, 27, 55, 101
4043, 107, 25, 57, 86
4044, 92, 14, 79, 86
4045, 96, 16, 61, 94
4046, 94, 20, 58, 81
4047, 96, 18, 47, 95
4048, 108, 24, 71, 89
4049, 114, 28, 59, 99
4050, 116, 29, 53, 75
4051, 102, 19, 63, 107
4052, 101, 21, 60, 81
4053, 100, 31, 80, 94
4054, 100, 19, 66, 61
4055, 102, 19, 57, 98
4056, 103, 23, 52, 110
4057, 99, 15, 74, 99
4058, 106, 18, 53, 97
4059, 105, 19, 69, 88
4060, 98, 19, 54, 95
4061, 98, 26, 67, 92
4062, 96, 24, 52, 82
4063, 95, 24, 60, 82
4064, 98, 19, 65, 91
4065, 101, 24, 75, 81
4066, 93, 28, 55, 93
4067, 97, 26, 55, 90
4068, 102, 27, 61, 58
4069, 104, 26, 54, 88
4070, 108, 24, 66, 78
4071, 101, 31, 67, 72
4072, 86, 26, 63, 98
4073, 92, 23, 56, 66
4074, 87, 20, 63, 94
4075, 100, 30, 61, 113
4076, 107, 14, 64, 75
4077, 79, 28, 60, 86
4078, 106, 25, 60, 84
4079, 107, 27, 69, 89
4080, 109, 29, 62, 72
4081, 86, 26, 66, 91
4082, 81, 27, 71, 74
4083, 88, 32, 53, 72
4084, 114, 28, 56, 89
4085, 79, 34, 73, 89
4086, 109, 26, 81, 92
4087, 82, 20, 47, 84
4088, 102, 27, 66, 82
4089, 98, 31, 69, 74
4090, 107, 23, 56, 89
4091, 81, 29, 82, 82
4092, 97, 20, 62, 83
4093, 81, 29, 67, 89
4094, 95, 27, 77, 86
4095, 98, 31, 50, 82
4096, 80, 27, 62, 75
4097, 89, 29, 72, 79
4098, 101, 26, 63, 76
4099, 89, 29, 55, 75
4100, 93, 30, 56, 85
4101, 100, 28, 64, 70
4102, 83, 33, 60, 64
4103, 94, 37, 48, 62
4104, 83, 23, 53, 72
4105, 80, 19, 81, 79
4106, 94, 36, 38, 72
4107, 87, 30, 55, 67
4108, 73, 29, 74, 60
4109, 96, 29, 72, 85
4110, 91, 31, 56, 71
4111, 95, 35, 57, 71
4112, 84, 35, 62, 71
4113, 87, 35, 60, 72
4114, 88, 22, 69, 67
4115, 96, 27, 71, 59
4116, 78, 31, 75, 71
4117, 87, 28, 73, 69
4118, 77, 36, 65, 74
4119, 86, 37, 63, 72
4120, 98, 36, 75, 90
4121, 115, 28, 60, 72
4122, 89, 41, 71, 79
4123, 83, 23, 67, 78
4124, 88, 32, 61, 86
4125, 79, 33, 64, 82
4126, 92, 52, 65, 78
4127, 76, 23, 62, 77
4128, 97, 29, 77, 91
4129, 97, 34, 74, 68
4130, 113, 40, 65, 69
4131, 90, 43, 53, 72
4132, 98, 40, 61, 75
4133, 109, 24, 62, 60
4134, 97, 27, 63, 63
4135, 90, 30, 57, 77
4136, 86, 39, 73, 64
4137, 86, 33, 74, 78
4138, 88, 35, 86, 59
4139, 82, 19, 66, 75
4140, 85, 25, 60, 50
4141, 116, 29, 77, 74
4142, 88, 37, 77, 64
4143, 76, 41, 77, 61
4144, 85, 35, 60, 66
4145, 98, 29, 58, 67
4146, 88, 38, 57, 65
4147, 100, 28, 84, 64
4148, 87, 39, 73, 73
4149, 88, 35, 61, 75
4150, 93, 39, 61, 72
4151, 89, 36, 68, 58
4152, 102, 44, 69, 67
4153, 101, 41, 66, 55
4154, 90, 38, 61, 81
4155, 82, 34, 57, 57
4156, 90, 22, 79, 74
4157, 82, 30, 72, 76
4158, 78, 28, 57, 76
4159, 87, 32, 71, 60
4160, 87, 30, 67, 66
4161, 97, 31, 59, 60
4162, 92, 30, 78, 61
4163, 81, 35, 77, 56
4164, 97, 21, 66, 68
4165, 94, 28, 68, 51
4166, 75, 44, 54, 65
4167, 100, 39, 72, 68
4168, 85, 32, 56, 58
4169, 99, 39, 75, 60
4170, 83, 32, 66, 51
4171, 83, 37, 78, 64
4172, 90, 42, 60, 69
4173, 106, 33, 67, 60
4174, 79, 31, 67, 48
4175, 101, 34, 71, 63
4176, 72, 34, 54, 61
4177, 74, 35, 60, 64
4178, 73, 30, 61, 56
4179, 96, 37, 61, 58
4180, 97, 36, 77, 57
4181, 89, 47, 62, 49
4182, 79, 36, 69, 71
4183, 92, 36, 75, 52
4184, 101, 39, 65, 61
4185, 71, 35, 77, 53
4186, 82, 36, 57, 53
4187, 81, 34, 62, 55
4188, 94, 31, 69, 64
4189, 66, 29, 76, 51
4190, 98, 40, 81, 69
4191, 89, 34, 87, 54
4192, 101, 35, 79, 58
4193, 82, 39, 83, 53
4194, 91, 34, 69, 58
4195, 98, 35, 65, 67
4196, 102, 44, 80, 59
4197, 92, 41, 71, 49
4198, 82, 35, 69, 59
4199, 75, 45, 69, 52
4200, 78, 37, 83, 58
4201, 94, 31, 72, 66
4202, 75, 40, 97, 58
4203, 91, 41, 78, 66
4204, 79, 32, 62, 72
4205, 89, 36, 78, 59
4206, 97, 28, 68, 56
4207, 75, 41, 70, 55
4208, 86, 45, 76, 56
4209, 78, 31, 80, 60
4210, 102, 34, 80, 57
4211, 85, 37, 67, 46
4212, 75, 36, 71, 62
4213, 80, 51, 73, 48
4214, 74, 43, 74, 62
4215, 87, 38, 77, 55
4216, 69, 36, 70, 63
4217, 79, 46, 75, 56
4218, 84, 51, 65, 50
4219, 84, 38, 73, 52
4220, 109, 33, 78, 57
4221, 82, 33, 82, 59
4222, 100, 48, 55, 49
4223, 64, 54, 69, 41
4224, 101, 41, 86, 53
4225, 81, 43, 74, 49
4226, 79, 24, 61, 55
4227, 92, 37, 67, 55
4228, 86, 49, 94, 58
4229, 86, 58, 55, 55
4230, 104, 41, 71, 46
4231, 82, 50, 69, 50
4232, 78, 53, 74, 46
4233, 91, 37, 73, 57
4234, 77, 51, 59, 51
4235, 95, 41, 72, 42
4236, 94, 36, 77, 49
4237, 90, 40, 67, 49
4238, 83, 42, 73, 47
4239, 86, 42, 73, 48
4240, 93, 44, 79, 53
4241, 72, 37, 72, 55
4242, 76, 42, 73, 48
4243, 87, 34, 58, 38
4244, 86, 41, 64, 51
4245, 84, 49, 84, 48
4246, 65, 38, 68, 59
4247, 73, 37, 82, 53
4248, 91, 42, 69, 41
4249, 87, 40, 65, 43
4250, 94, 46, 76, 47
4251, 79, 50, 65, 47
4252, 76, 43, 74, 56
4253, 82, 35, 61, 43
4254, 79, 45, 81, 49
4255, 82, 45, 71, 39
4256, 86, 48, 86, 68
4257, 77, 47, 71, 41
4258, 88, 35, 77, 47
4259, 71, 49, 69, 47
4260, 72, 27, 63, 47
4261, 81, 44, 65, 56
4262, 75, 40, 63, 47
4263, 80, 40, 69, 52
4264, 85, 45, 73, 47
4265, 77, 39, 72, 45
4266, 79, 39, 74, 47
4267, 80, 49, 65, 51
4268, 81, 44, 79, 48
4269, 80, 43, 79, 54
4270, 96, 48, 74, 51
4271, 81, 45, 73, 45
4272, 89, 44, 86, 64
4273, 66, 44, 82, 46
4274, 81, 54, 66, 45
4275, 91, 40, 56, 55
4276, 74, 50, 93, 47
4277, 80, 45, 79, 50
4278, 79, 53, 75, 50
4279, 74, 47, 60, 48
4280, 61, 51, 60, 39
4281, 74, 57, 58, 42
4282, 91, 43, 82, 49
4283, 71, 45, 82, 42
4284, 71, 47, 80, 44
4285, 82, 56, 81, 47
4286, 79, 44, 61, 40
4287, 75, 41, 97, 52
4288, 82, 58, 68, 43
4289, 67, 46, 71, 58
4290, 71, 46, 76, 45
4291, 66, 57, 59, 40
4292, 67, 48, 75, 49
4293, 84, 53, 89, 37
4294, 75, 59, 99, 48
4295, 66, 43, 86, 52
4296, 74, 52, 97, 63
4297, 75, 38, 75, 39
4298, 60, 46, 86, 38
4299, 81, 51, 82, 35
4300, 75, 52, 75, 53
4301, 73, 48, 52, 47
4302, 69, 55, 70, 51
4303, 78, 64, 71, 42
4304, 68, 41, 82, 50
4305, 77, 40, 69, 44
4306, 73, 75, 73, 38
4307, 61, 40, 71, 39
4308, 75, 55, 72, 36
4309, 78, 52, 86, 49
4310, 67, 53, 76, 48
4311, 67, 54, 80, 50
4312, 60, 61, 74, 42
4313, 79, 36, 80, 43
4314, 72, 49, 92, 39
4315, 80, 46, 78, 52
4316, 64, 40, 80, 44
4317, 65, 63, 72, 58
4318, 67, 47, 65, 42
4319, 69, 45, 87, 48
4320, 65, 55, 68, 43
4321, 64, 55, 85, 45
4322, 67, 61, 96, 37
4323, 66, 45, 83, 51
4324, 83, 49, 94, 42
4325, 71, 57, 92, 37
4326, 70, 59, 76, 41
4327, 70, 65, 86, 49
4328, 70, 57, 106, 45
4329, 53, 63, 74, 38
4330, 69, 52, 83, 41
4331, 63, 60, 83, 49
4332, 58, 52, 81, 39
4333, 67, 60, 87, 47
4334, 66, 30, 74, 36
4335, 64, 53, 90, 41
4336, 63, 51, 65, 34
4337, 56, 60, 76, 41
4338, 70, 44, 74, 49
4339, 66, 41, 84, 42
4340, 65, 53, 71, 38
4341, 73, 63, 85, 52
4342, 70, 52, 71, 34
4343, 66, 59, 77, 50
4344, 62, 49, 90, 35
4345, 57, 47, 81, 53
4346, 69, 61, 87, 45
4347, 76, 46, 103, 34
4348, 56, 56, 90, 44
4349, 72, 56, 101, 47
4350, 58, 66, 88, 44
4351, 52, 57, 75, 35
4352, 71, 50, 73, 41
4353, 69, 47, 83, 38
4354, 67, 62, 77, 44
4355, 73, 50, 96, 38
4356, 72, 54, 73, 33
4357, 74, 57, 90, 50
4358, 46, 63, 90, 33
4359, 76, 53, 85, 37
4360, 68, 64, 100, 43
4361, 60, 54, 84, 40
4362, 50, 62, 76, 43
4363, 68, 63, 83, 30
4364, 71, 59, 68, 49
4365, 80, 44, 89, 51
4366, 87, 64, 94, 33
4367, 64, 52, 84, 51
4368, 57, 50, 87, 41
4369, 64, 61, 80, 37
4370, 72, 45, 95, 43
4371, 63, 53, 82, 43
4372, 73, 58, 92, 39
4373, 60, 62, 82, 46
4374, 61, 57, 99, 37
4375, 63, 46, 70, 45
4376, 60, 61, 82, 31
4377, 63, 45, 88, 41
4378, 64, 60, 86, 32
4379, 67, 54, 73, 46
4380, 63, 66, 84, 28
4381, 56, 63, 101, 35
4382, 62, 56, 92, 35
4383, 50, 48, 96, 39
4384, 67, 51, 88, 31
4385, 64, 61, 88, 30
4386, 55, 54, 108, 49
4387, 69, 43, 96, 35
4388, 65, 67, 106, 43
4389, 70, 49, 99, 59
4390, 69, 70, 92, 31
4391, 60, 63, 89, 40
4392, 52, 48, 61, 44
4393, 63, 50, 89, 43
4394, 65, 39, 71, 39
4395, 68, 59, 74, 37
4396, 70, 51, 85, 37
4397, 65, 59, 85, 28
4398, 63, 57, 81, 39
4399, 75, 49, 74, 33
4400, 62, 53, 93, 45
4401, 71, 59, 98, 36
4402, 61, 41, 84, 33
4403, 56, 51, 92, 36
4404, 71, 57, 89, 49
4405, 71, 59, 93, 32
4406, 62, 61, 106, 28
4407, 67, 70, 73, 40
4408, 54, 54, 84, 28
4409, 52, 57, 93, 48
4410, 66, 58, 106, 43
4411, 63, 53, 103, 48
4412, 65, 46, 73, 38
4413, 62, 41, 90, 38
4414, 59, 60, 79, 37
4415, 60, 63, 94, 41
4416, 49, 49, 111, 40
4417, 60, 42, 99, 43
4418, 57, 50, 81, 37
4419, 61, 59, 85, 24
4420, 58, 58, 88, 34
4421, 74, 69, 87, 31
4422, 66, 55, 87, 35
4423, 66, 66, 87, 47
4424, 49, 63, 84, 36
4425, 57, 44, 84, 36
4426, 59, 58, 94, 33
4427, 65, 67, 106, 36
4428, 56, 49, 98, 22
4429, 66, 56, 77, 38
4430, 63, 65, 102, 51
4431, 68, 62, 82, 40
4432, 55, 55, 97, 29
4433, 60, 60, 83, 31
4434, 61, 64, 90, 31
4435, 58, 55, 98, 39
4436, 64, 61, 104, 23
4437, 67, 56, 102, 29
4438, 77, 51, 88, 38
4439, 57, 47, 84, 43
4440, 55, 63, 91, 35
4441, 47, 49, 78, 28
4442, 54, 66, 95, 39
4443, 70, 50, 97, 50
4444, 44, 54, 92, 38
4445, 62, 52, 88, 41
4446, 60, 54, 82, 36
4447, 74, 45, 103, 36
4448, 48, 49, 100, 29
4449, 69, 51, 89, 29
4450, 65, 48, 95, 43
4451, 61, 61, 100, 37
4452, 61, 63, 91, 34
4453, 55, 43, 95, 27
4454, 53, 47, 86, 39
4455, 54, 62, 93, 34
4456, 66, 53, 77, 36
4457, 74, 63, 98, 35
4458, 61, 59, 92, 30
4459, 60, 53, 93, 33
4460, 50, 52, 101, 45
4461, 49, 61, 100, 38
4462, 59, 57, 96, 31
4463, 74, 47, 79, 29
4464, 68, 42, 102, 24
4465, 73, 50, 84, 37
4466, 64, 62, 100, 26
4467, 57, 54, 103, 31
4468, 49, 54, 93, 22
4469, 59, 66, 104, 26
4470, 60, 51, 90, 56
4471, 54, 59, 93, 33
4472, 73, 65, 115, 37
4473, 60, 49, 89, 43
4474, 65, 59, 111, 31
4475, 57, 62, 108, 36
4476, 60, 56, 88, 33
4477, 60, 48, 79, 33
4478, 54, 60, 106, 35
4479, 61, 65, 80, 23
4480, 59, 71, 98, 38
4481, 70, 57, 97, 36
4482, 52, 55, 102, 33
4483, 62, 53, 110, 43
4484, 47, 70, 87, 30
4485, 58, 50, 105, 35
4486, 64, 56, 87, 25
4487, 55, 59, 99, 37
4488, 70, 45, 92, 30
4489, 58, 70, 98, 43
4490, 67, 62, 95, 35
4491, 67, 54, 81, 32
4492, 55, 62, 106, 38
4493, 54, 54, 101, 28
4494, 46, 73, 104, 26
4495, 56, 65, 85, 32
4496, 58, 68, 80, 33
4497, 58, 48, 91, 32
4498, 60, 59, 94, 29
4499, 61, 40, 72, 32
4500, 77, 59, 80, 41
4501, 64, 55, 88, 33
4502, 62, 60, 101, 30
4503, 52, 60, 100, 34
4504, 46, 78, 97, 27
4505, 76, 55, 94, 27
4506, 56, 59, 90, 33
4507, 60, 58, 100, 27
4508, 54, 63, 94, 26
4509, 53, 63, 97, 42
4510, 73, 52, 96, 32
4511, 49, 38, 108, 40
4512, 63, 58, 100, 27
4513, 65, 54, 87, 37
4514, 53, 57, 113, 30
4515, 60, 55, 98, 28
4516, 54, 66, 100, 29
4517, 68, 66, 86, 27
4518, 47, 63, 88, 28
4519, 55, 75, 76, 30
4520, 58, 76, 97, 31
4521, 45, 59, 77, 32
4522, 48, 61, 77, 30
4523, 68, 56, 86, 30
4524, 69, 42, 93, 37
4525, 62, 69, 96, 29
4526, 47, 48, 99, 18
4527, 49, 70, 89, 36
4528, 71, 61, 94, 26
4529, 62, 61, 80, 36
4530, 64, 68, 95, 28
4531, 41, 53, 106, 38
4532, 52, 52, 90, 26
4533, 54, 72, 98, 29
4534, 58, 67, 73, 26
4535, 63, 76, 90, 22
4536, 52, 79, 85, 25
4537, 77, 66, 85, 21
4538, 50, 59, 88, 27
4539, 66, 51, 96, 22
4540, 50, 67, 90, 28
4541, 58, 61, 90, 24
4542, 69, 67, 88, 28
4543, 51, 43, 91, 23
4544, 61, 63, 70, 26
4545, 58, 50, 89, 27
4546, 68, 63, 93, 15
4547, 49, 60, 91, 27
4548, 76, 68, 90, 28
4549, 57, 61, 91, 35
4550, 50, 69, 72, 26
4551, 60, 61, 97, 17
4552, 58, 64, 67, 32
4553, 52, 60, 93, 33
4554, 50, 67, 102, 23
4555, 55, 52, 88, 24
4556, 58, 72, 110, 20
4557, 40, 79, 78, 15
4558, 53, 67, 103, 30
4559, 65, 76, 104, 20
4560, 73, 67, 82, 25
4561, 54, 68, 90, 23
4562, 71, 70, 79, 35
4563, 63, 90, 100, 13
4564, 49, 71, 101, 18
4565, 53, 67, 104, 21
4566, 54, 71, 95, 21
